author,title,text
Б. Ласкина,"Отстреливаясь в темень дегтевую. Но все ж прицельно, скупо, не частя.","Отстреливаясь в темень дегтевую. Но все ж прицельно, скупо, не частя.
Пылал, спасая эскадрон, вокзал.
Отсюда к переезду - метров двести.
Их пробежать бы разом, вместе!
Да раненный Илья порыв вязал.

Он трижды лично поднимал ребят,
Вставали все за командиром!
Но подломило ногу ближним взрывом
Теперь для всех обуза лейтенант.
Жгут пережал рванину на бедре,
Но долго ль сдюжит вязка бинтовая?
Бойцы Илью, собою прикрывая,
В воронку затащили во дворе.

И вкруг легли: коль смерть - на всех одна.
Коль погибать - лишь Богом все судимы.
Мы, русские, ни кем непобедимы
Нас не сломать ни чем и никогда!
Нас не согнуть - в нас вера и любовь,
Мы, русские, - надежда всей планете.
Судьбу свою мы, не торгуясь, встретим,
В бою за други изливая кровь."
Б. Ласкина,Бойцы-товарищи - мальчишки-стригунки...,"Бойцы-товарищи - мальчишки-стригунки...
Вот Дима Зотиков, вот Рафик Кобут...
По месяцу у всех солдатский опыт
Устав, разбор винтовки, турники.
Дивизию собрали в пень с грехом:
Амур, Алтай, мордва, башкиры...
Обстрелянные частью командиры,
А рядовые - лишь б сидел верхом.

Бесстрашные рубаки лопухов,
Вчерашние заточники заборов
Иванко Клуша, Петька Провоторов
Сыны крестьян, казаков, пастухов
Дерутся в обороне, в круговой,
И даже в мыслях не мелькнет сдаваться.
«Приказываю: с боем прорываться!
Я остаюсь. Я отвлеку... собой...»

Да что ж такое? Что, им не приказ?!
Сползлись, чумазые, и митингуют."
Б. Ласкина,Вот в плащ-палатку как бревно пакуют,"Вот в плащ-палатку как бревно пакуют,
И вчетвером поддернули нараз...
«Мы ж русские, товарищ лейтенант!»
Гранаты - перебежка, вновь гранаты
Как грамотны в бою его солдаты!
Вперед, вперед! Всем жить, всем жить, ребята!
Вперед, вперед! Хватило бы гранат..."
Б. Ласкина,"Онежье, Волхов - колыбель Руси...","Онежье, Волхов - колыбель Руси...
За веком век сюда тевтонцы-псы,
Алкав лихвы, тянули боль и гнев..."
Б. Ласкина,От Дона до Волги холмы запеченные,"От Дона до Волги холмы запеченные.
Смесь глины и мела - смесь ржи и пшеницы.
По бурым окоркам полынью горченые,
Объемно-обзорные пышки-царицы,

Ковриги, куличища, колобы, просфоры
От Дона до Волги земля самобранка.
И вкусно так чудится - звездами острыми
Осолено небо в заре-вышиванке.
Придите, вкусите! Народы, народности,
Входите в чертоги для братского пира!
Просторно для песен, бесед в беззаботности,
Привольно для дружбы, вольготно для мира.

Изведайте, гости, заветной сердечности.
Священные земли от Волги до Дона
Приподняты к истине, вздыблены к вечности
Здесь небо прозрачно до Отчего трона.

Здесь слово - молитва, хоть криком, хоть шепотом,
Здесь мысль - сразу сила, что горы воротит.
Но! Эхо прошения скатами грохота
Накроет неправого, громом смолотит."
Б. Ласкина,О чем вы молились? Чего ж вы так жаждали?,"О чем вы молились? Чего ж вы так жаждали?
Пришедшие ныне с закатного края?
Окопами взрезана пышечность каждая, И бомбами крошатся в пыль караваи.

Кто вы? На каких языках ваши ропоты?
Германо-романские, кельтские вскрики...
Хворит одержимостью ваша Европа там
Под новым вождем, сатанински безликим.
Мы звали гостей в наши земли сыченые, Но вы-то не гости - пустые глазницы... От Дона до Волги холмы запеченные
Смесь крови и пыли - смесь ржи и пшеницы.

Ковриги, куличища, колобы, просфоры От Дона до Волги земля в урожае.
Но пышат зарницы тротилом и фосфором И режутся, крошатся в пыль караваи."
Б. Ласкина,Уже под оккупантом треть народа,"Уже под оккупантом треть народа,
И мы никак
не можем оправдать
Дальнейшего
фронтов
отвода -
Нельзя нам глубже отступать.
Мы верим,
знаем - нет такого груза
Чтоб наш народ
не снес, не совладал.
Враг страшен,
но
куда страшнее
трусы,
И
в спину
паники удар.
Отныне
только так:
НАЗАД
НИ ШАГУ!
Приказ:
для трусов учредить
штрафбат,
Заслон от паники -
заградотряды.
НИ ШАГУ
более
НАЗАД!"
Б. Ласкина,Орел скользил по плевре синевы,"Орел скользил по плевре синевы,
Раскинувшись аршинными крылами.
В край неба надувными куполами
Круглились дальних облаков главы.
Под ними зыбился чуть видно Дон
В осеннем стыло-студяном томленье -
То голых ив сквозное обрамленье
Финифтью оттеняло халцедон."
Б. Ласкина,"Орел парил, за кругом круг скользя","Орел парил, за кругом круг скользя,
Все более сползая в скос востока.
Еще чуть-чуть, совсем еще немного
Его захватит низовой сквозняк!
Его погонит, сломит и сомнет
Туда, где смута падями густится,
Но с клекотом взметнулась к солнцу птица,
Аршинными крылами силя взлет.

А с той неизмеримой высоты
Бугры, холмы - как вздохи тяжкой глины
Между изложин и платформ целинных,
Как панцири могильной пустоты.
Холмы делили водосборы рек,
Что круто развели пути варягов:
По Волге плыли к персам, в царства магов,
По Дону - к грекам, мимо печенег.

Валами здесь возлег водораздел,
Определив судьбу Руси-России
От мучеников до апостасии
Святой страстотерпения удел:
От Волги мы язычились огнем,
Семарглами, велесами, сварожьем,
А с Дона встретили единобожье,
Фаворский свет теперь навечно в нем.

Все круче птица восходила ввысь,
Все шире разрастались ее крылья...
Вдруг звезды заискрили тонкой пылью
Вкруг солнца распахнувшихся кулис!
Орел достиг космической каймы,
Тень крыльев перекрыла пол-Европы.
По ней волнами нового потопа,
Дымы, дымы... Одни дымы, дымы...
Земля горела... Мокрая земля,
Осенняя, остудная, пустая.
Познавшая ненужность урожая,
Нематеринской зряшностью боля...
От Дона к Волге по ее груди
Катили, топали, ползли, летели,
В двенадцать языков взахлеб галдели
Язычеств древних новые вожди."
Б. Ласкина,На тех же междуреченских холмах,"На тех же междуреченских холмах
Вновь для Руси-России перепутье:
Что Запад? Что Восток? - Везде, по сути,
Чужая кабала в желаньях и в умах.
Уйти иль устоять?.. Заклад стократ...
И вот сошлись, собрались миллионы,
Уперлись лбами тьмы Армагеддона
Настал твой час, Царицын-Сталинград!"
Б. Ласкина,Час вне часов - он как последний вдох,"Час вне часов - он как последний вдох.
Пять месяцев, то пыль, то снег вздымая,
С холма Мегиддо на курган Мамая
Сходила злоба браней всех эпох.
Сводилась лютость древних упырей,
Чтоб ей сгореть в огне упорной веры
Алтарь войны - алтарь любви без меры,
Нет на земле святее алтарей."
Б. Ласкина,"Нет в свете более любви, чем та","Нет в свете более любви, чем та,
Что за своих друзей теряет душу.
Она весь мир собой несет и дюжит:
Солдата смерть есть исповедь Христа.
А тем, кого призвали в судный бой,
Кому досталось самой полной чашей
Черпнуть, глотнуть от ярости кипящей,
Но выжить - тем не жить собой..."
Б. Ласкина,Два миллиона улеглось во рвах,"Два миллиона улеглось во рвах,
В окопах, блиндажах, воронках,
В траншеях братских... Чьи-то похоронки
Доныне шевелят сиротский страх.
Два миллиона... ровно пополам
Разделены не кровью, а идейно:
Налево - царство расы безраздельно,
Направо - мера счастья по делам."
Б. Ласкина,Метель волнами бьет под Млечный мост,"Метель волнами бьет под Млечный мост.
Колонны танков, сонмы самолетов,
Ряды колючки и гнездовья дотов
Орлу уже не разглядеть из звезд.
Уже не различит он за пургой
Рысящий в ночь разъезд казачий
В надежде боевой своей удачи.
Миры иные ближе, звонче, ярче...
Орел, прощай! Тень скрылась за Луной..."
Б. Ласкина,"Не грусти, моя родная, В черных, траурных ножнах.","Не грусти, моя родная, В черных, траурных ножнах.

Муж бесценный мой, шлю тебе привет
От родных, друзей, от соседей всех.
Будь всегда во всем предан партии,
Защищай Советскую нашу Родину!
Мы так ждем тебя - даже молимся...
Если ж вдруг беда, не дай Бог, что вдруг
Приходи любой, хоть калеченный.
Мой любезный муж, дорогой мой муж,
Будь уверен в нас, крепко любящих.
А сыночек наш в классе первым стал
На «отлично» все, и на новый танк
Собирает лом металлический
Что б послать на фронт к тебе помощью.
И дочурки в рост не по дням-часам,
Как увидят где фотографию
На коне верхом кто-нибудь сидит,
Так кричат-зовут: «Папка-батько наш!»
Про тебя мы с ними беседуем.
Муж бесценный мой, не щади себя,
Защищай Советскую нашу Родину,
Дело партии, дело правое.
Мы же ждем тебя - даже молимся..."
Б. Ласкина,"Велика ты, Россия, - не накрыть тебя небом,","Велика ты, Россия, - не накрыть тебя небом,
Не пройти тебя мыслью, только сердцем объять.
Кто, как ты, белым снегом, кто, как ты, спелым хлебом
Осиянна-преполнена, что душа в благодать?"
Б. Ласкина,"Велика ты, Россия, - от закатов к восходам","Велика ты, Россия, - от закатов к восходам
Зорям нет перехода, нету сна петухам.
Вся под светом бессрочным - оскудеть ли восторгам,
Исчерпаться ли песням, пересохнуть стихам?

Разве ж в силу кому-то, за свой век человека,
Разве в силу когда-то все сказать о тебе?
Под буранностью шелка, за пшеничностью меха
Маятой солонцовой ты перечишь судьбе.

Ты, в своем преизбытке Богом даденной власти,
В благолепье без края, в запределье красы,
Все невесела, Русь, не охмелена счастьем
Ивняки в подтопленьях родниковой слезы.

Отчего? От кого ли? Что за грусть вековая?
Тайну эту пытали и друзья, и враги.
Но, печалясь с тобою, я тебя понимаю:
Слишком цены суровы, больно тяжки долги.
Русь, твою ненаглядность, величье без меры
Оплатили солдаты - каждый холм на крови,
В бел-костях все долины - «смерть за землю и веру!»
Смерть за веру и землю - смерть за святость земли.

Велика ты, Россия, не накрыть тебя небом,
Зорям нет перерыва из восхода в закат...
Знаешь, Русь, свои сцепы, знаешь, Русь, свои скрепы.
Знаешь... Помнишь... хранишь - это вечная память солдат."
Б. Ласкина,Буран полмира замесил-замел,"Буран полмира замесил-замел,
Смешав-скрутив и небо и дороги.
В слепящих хлопьях, в ледяном ожоге
Под Сталинградом закипал «котел».
Кавалеристы вышли танкам вслед,
Сломив передовой сопротивленье,
Четвертый корпус в южном направленье
Свернул колоннами в тугой рассвет.

Какой рассвет? То воя, то свистя,
Метель вразлет мела по гололеду.
Скользя подковами, но не снижая хода,"
Б. Ласкина,Полки уступами шли на рысях.,"Полки уступами шли на рысях.
Все глубже, шире загоняя клин,
Лавины всадников в лавине снега
Виденья-призраки миражного набега
Скользили нереальностью долин.

Лишь топот, да храпение, да сап
Двух тысяч лошадей, да лязг оружья
Сквозь липкость снега, сквозь пурги закружья
Полк за полком - сопение и храп.
Бок обок или точно вслед
Караковые, чалые, гнедые,
Каурые в подпалах, вороные
Несли героев зачатых побед.

Вперед, вперед! Кавкорпус, как река,
Разлился рукавами по задачам.
Полки и эскадроны наудачу
Терялись в снежных балках и логах.
Буран в полмира, иступлен и лих...
Теперь надежда вся на офицеров,
Их опыт, интуицию да веру
В своих бойцов, в товарищей своих.

Буран в полмира... Сколько не смотри,
Но авангард не разглядел засады
Вдруг пулемет разлаялся надсадно
У высоты «сто сорок три и три».
И сразу же из-под пурги в охват,
Махая саблями с визгливым гиком,
Волною пенной вздулся мигом
Румынской кавалерии отряд.

Да, вот оно! - и - «Шашки наголо!»
Да, вот оно! - и - россыпью навстречу
Как в праздник - в долгожданность сечи
Два эскадрона, радостно и зло.
Сошлись. Ударились до звона, до огня,
Так, что и кони в ярости вздурили,
И - наконец-то! Все, как их учили
Привстал в коротких стременах Илья.

Клинок при рубке вовсе не блестит,
Кисть, локоть и плечо в своей свободе -"
Б. Ласкина,"Послал на выдох, потянул на входе","Послал на выдох, потянул на входе
Свист, хруст и ... и - все, убит.
Главней оружия в бою глаза:
Рубя врага, уж смотришь на другого.
Что совершил - не стоит дорогого,
Смотри везде, но только не назад.
Дух воина - не озверелый гнев.
Дух воина есть щит любви и веры.
За что ты здесь? За то и полной мерой
Отдай себя, души не пожалев."
Б. Ласкина,"Вот ты, румын? или австриец? чех?","Вот ты, румын? или австриец? чех?
Ты, немец? венгр? - за что вы здесь готовы
Упасть в снега безруко, безголово -
За что? За почести, за прибыль... эх!"
Б. Ласкина,Вперед! Ура! Преследуем румын!,"Вперед! Ура! Преследуем румын!
Полк за полком, в буран, по гололеду,
Кроша заслоны, через пулеметы -
Все глубже, глубже Паулюсу в тыл.
Вперед! Вдогон, внагон, наперегон -
Сто тридцать километров стычек, рубки.
До Абганеровской всего за сутки
Дошли. Метель, метель кругом...
«Село занять, занять ЖД вокзал»...
Лавиной вышел корпус на атаку.
Взять станцию прямой - простой! - отвагой,
Такое кто и где когда видал?"
Б. Ласкина,За Родину! За Сталина! Ура!,"За Родину! За Сталина! Ура!
И тысячи клинков из снежной бури
Тысячекратной молнией сверкнули -
Враг в панике оставил бруствера.
За Родину! - За села, города,
Станицы, станции, поселки, Деревни, пашни, рощи и проселки
За все, за все, что в сердце навсегда!
За Родину! - За деда и за мать,
За труд отца, мечтания девчачьи,
Младенца первый шаг и песнь казачью,
За все за то, в чем жить и умирать."
Б. Ласкина,"Голодовать и вшиветь. Средь сугробов,","Голодовать и вшиветь. Средь сугробов,
В грязи, в пожаре, снайперам в протест
Преодолеть, перенести, стерпеть
Бомбежки, марши, сыпи гор, оврагов,
Понтонный хруст... и - в полный рост в атаку!
Путь воина - так, в рост, взойти на крест.

Лавина смяла, погребла врага.
Последняя лавина того века...
Илья устало отирался снегом,
Который тоже, наконец, устал.
Впервые солнцем полдень засветил,
И тишина... синица пела где-то...
Неделю не было такого света -
Земля и небо вспыхнули победой
В твой день, Архистратиже Михаил."
Б. Ласкина,"Велика ты, Россия, - от закатов к восходам","Велика ты, Россия, - от закатов к восходам
Зорям нет перехода, нету сна петухам...
... Приходи любой, хоть калеченный..."
Б. Ласкина,Вернулся я на родину.,"Вернулся я на родину.
Шумят березки встречные.
Песня, слова М. Матусовского
Ах ты, прусская сторонка, Эх, немецкая страна.
Помаши-ка нам вдогонку Твоя кончилась война.

Помаши да поклонися Победителям своим.
Нам теперь в иные веси Самурая приструним.

Посмотрели, показали, Доказали мы свое.
А теперь вот приказали Отбываем на восток."
Б. Ласкина,"Паровоз летит стрелою, По родным уже местам.","Паровоз летит стрелою,
По родным уже местам.
Едут гвардии герои
С Кенигсберга на Хинган.

Как фашисту мы поддали,
Так японцу отольем.
И тогда встречай, родная!
Что разбито - соберем.

Всюду горькие разрухи,
В каждом язва или шрам.
Стосковались наши руки
По хозяйственным делам.

Поле вспашем, дом отстроим,
На заводах пустим ток.
Нашу жизнь благоустроим
От пилотки до сапог.

Паровоз летит стрелою,
По разгонам и мостам.
Едут славные герои
С Кенигсберга на Хинган.

Далеко зашли солдаты
Что б в норе добить зверье.
Где они, родные хаты?
Где ты, счастие мое?

Скольких мы похоронили
Из товарищей своих.
В пол-Европы все могилы,
Плачут сироты у них.

Кто мальцам на то ответит:
Как теперь расти самим?
Они наши теперь дети,
Мы построим правый мир.

Паровоз летит стрелою,
По вагонам тишина.
Едут русские герои
С Кенигсберга на Хинган."
Б. Ласкина,Илья Васильич внука Василька Легонько посадил поближе к холке.,"Илья Васильич внука Василька Легонько посадил поближе к холке.
Конь умно покосился на ребенка,
Всхрапнул, надул горячие бока.
Дед под уздцы провел за ворота,
По сонной улочке к свободе луга.
Полдневным жаром нежилась округа,
Грудь распирала света полнота.

Илья Васильич вел коня на холм,
Откуда синью разливались дали:
Нерча, сверкая, резала спирали
В гравийных пляжах, в тальнике густом.
Раскаты сопок, за грядой гряда,
Лесистых, лысых, плыли до Китая.
Там, за рекою, чуть клубясь и тая,
Желтела пыль гонимого гурта.

Внучок от важности - совсем казак!
Толкал ногами, беспокоил гриву,
По ходу конь кивал лишь терпеливо,
Как опытный «совхозный аргамак».
Они давно сдружились - конь и дед.
Косили, боронили, вывозили
Навоз, картошку, сено - что по силе
Пенсионерам чуть преклонных лет.

Плато вершины. Жаркий ветерок
Насвистывал в колючих травах.
Два суслика, застыв на задних лапах,
Смотрели нагло и чуток хитро.
Как вдруг их словно смыла чья-то тень
То страшно высоко над головами,
Под самым солнцем, плавными кругами
Орел безоблачный пикетил день.

Вполне даже обжившись на коне,
Внучок, как дед, смотрел из-под ладони
Как, черная на синем небосклоне,
Парит большая птица в тишине.
Орел кружится... Значит, нет войны,"
Б. Ласкина,"Нет свиста пуль, пожаров и разрывов","Нет свиста пуль, пожаров и разрывов
Ведь он гнездо не заведет без мира,
Не выведет орлят без тишины.

Подумать лишь - войны нет двадцать лет!
Осыпались, позаросли окопы,
Поднялись гордо города Европы,
Вернулась сытность, всякий дом согрет.
Дородна, опригожена земля,
Натешена мужицкими трудами.
Поджили, расчесались бороздами
Поля сражений - пахоты поля.

Орел вернулся в небо без дымов...
Ведь столько лет войну не вспоминали
В шкафу подальше ордена, медали,
Лишь все грустней приказы докторов.
Не вспоминали ни побед, ни бед,
Ни жертв солдат, ни деревень сожженных,
Ни страшных культей в бане обнаженных,
Как будто кто на память ввел запрет."
Б. Ласкина,Хрущев боялся маршалов в Кремле,"Хрущев боялся маршалов в Кремле,
Но как же с памятью всего народа?
В семье любой свои герои рода
Погибшие и боль в любой избе!
А шли цветные фильмы о любви,
Артисты песни флиртовые пели,
По паркам новые качели-карусели...
И лишь мальчишкам жаждалось в бои."
Б. Ласкина,Не в духе воина ношение обид,"Не в духе воина ношение обид.
Претензий к Родине нет у солдата.
В «запас»? В запас! Ведь все равно когда-то
Со службы выход... Вышел и забыт...
Илья не ныл, а поднимал детей.
Пять душ - что значит: огород, корова,
Два хряка, куры-утки... все толково
Казак всему не пан и не лакей."
Б. Ласкина,Не в духе воина от Родины искать,"Не в духе воина от Родины искать
От матери, чья жизнь и так в детишках.
Да ей же счастье все для них, с излишком
Красу и силы - всю себя отдать."
Б. Ласкина,"От беззаветной той душевной полноты,","От беззаветной той душевной полноты,
От жертвенности материнской доли,
Такие мы - под игом и в неволе
Сильнее мира чувством правоты.

Ее безбрежная неистощимость - в нас,
Ее судьба - по каплям в наших судьбах.
Везде на русском и по-русски будем
Нести ее молитву и приказ...
«Смотри, Васек, перо летит к тебе!»
И в самом деле: мощно маховое
Кружило, кувыркаясь, как живое,
Блаженствуя в свободе и гульбе.

Илья Васильич внука Василька
Покрыл фуражкой от прямого жара.
Все хорошо. Губа лишь задрожала:
Фуражка старая - совсем как у батька.
Кружит, летит орлиное перо...
В своих путях две дочки и три сына,
На лето внуков съехалась дружина...
Вот правый мир. Все любо. Все добро."
Б. Ласкина,"Деда, твоя накидка","Деда, твоя накидка
Небо и сразу пещера.
В ней я слыхал ночами
Ветры, громы, голоса.

Деда, твои две сабли
Немецкая и самурая
Молнии грозной бури,
Которые ты изловил.

Видел я, как ты косишь
Травы до горизонта,
Но что ты молчишь упрямо
Про то, как косил врагов?

Люди ж по всей планете
Песни поют о геройстве:
Мир загражден от невзгоды
Вашей победой навек."
Б. Ласкина,"И, как глаза закрою, Ясно так представляю:","И, как глаза закрою, Ясно так представляю:
Когда ты летел в атаку, Конь твой крылатым был.

Деда, ведь будет ладно,
Что скоро я тоже стану
Сильным, как ты, и смелым,
Истинным казаком?

Деда, а, деда...
Деда!!!"
Ян БЕРЁЗКИН,ВОЙНА!,"Я не был на войне,
Но почему же:
Я вижу, как взрывается снаряд?
И чтобы выжить, я бросаюсь в лужи,
Сжимая мертвой хваткой автомат.
Я вижу трупы, брошенные в поле, Изрытому воронками смертей,
От страха поднимаюсь, словно голый,
Бегу в атаку как придаток к ней.

Слепая ярость плещется в траншеях,
И пули рвут кого-то на куски.
Текут ручьи, алея и чернея,
Может, чужие, может быть, мои.

Я не был на войне.
Но почему же:
Я соглашаюсь в мыслях воевать?
Опять войны людей сковала стужа -
И я хочу от смерти их спасать."
Ян БЕРЁЗКИН,Последний день зимы. Весна.,"Последний день зимы. Весна.
И солнце ярче.
А где-то там идёт война.
Там точно жарче.
Весны неотвратим приход.
Сугробы тают.
Свободен будет тот народ,
Кто веру знает.
Пьянит весна. Летит весна."
Ян БЕРЁЗКИН,Цветы разбудит.,"Цветы разбудит.
Добра со злом идёт война -
Случится чудо!
Уже зимой пришла весна
И стала сильной!
Весна - страна!
Моя страна!
Моя Россия!"
Ян БЕРЁЗКИН,МНЕ НЕ СТЫДНО БЫТЬ РУССКИМ!,"На заре звёзды тускло
Тихо падают в лес.
Мне не стыдно быть русским!
Мне не стыдно жить здесь!
И не дрогнет и мускул, Запад путает бес.
Мне не стыдно быть русским!
Мне не стыдно жить здесь!
Санкций злая нагрузка,
Но страны больше вес.
Мне не стыдно быть русским!
Мне не стыдно жить здесь!
Каравай, соль, закуска, -
Приглашаю к столу.
Мне не стыдно быть русским!
Я Россию люблю!"
Николай Туроверов,Из Тараса Шевченко,"Восстав из гроба, станет сила Архистратига Михаила
Покойников святая рать.
Но Украину вам спасать,
Еще живущие! Спасайте
Родную мать свою, не дайте
В руках у ката погибать!"
Николай Туроверов,Вновь Шевченко и Гоголя родина,"Вновь Шевченко и Гоголя родина
В тяжкой смуте с недавних пор.
И терзает вражда-уродина
Их «Украйны милой» простор.

Чернью свастики метят - свастики!
Руки, груди, спины и лбы.
Наяву - не в фильме-ужастике -
Взрывы, кровь, и гробы, гробы...
Лагеря потомков Хмельницкого
Зачумляет фашизма смрад,
Блеск грошей и инстинкты низкие
Сущий ад на земле творят:
«Вас убьем, «колорады», «ватники»!
Мы Бендеры сыны все тут!..»
Но восстали храбрые ратники,
Вековых святынь не сдадут.
Михаил Архангел, все горние
Силы здесь: и Георгий святой
Змея бьет, и ангелы горнами
Возвещают священный бой."
Николай Туроверов,Вместе падшие души братские,"Вместе падшие души братские
От нацистской спасут чумы,
Посрамят вражьи козни адские,
И рассеется царство тьмы.

Украины дети греховные
Вспомнят (верю, настанет час!),
Что их предки единокровные
Николай, Богдан и Тарас."
Николай Туроверов,Нелюди с числом зверя,"Нелюди с числом зверя,
Впечатанным чернью в лбы,
В культ силы собственной верят,
Но все - сатаны рабы.
Одни вышибают двери,
Бьют, душат, стреляют, жгут...
Другие - рты в камеры щеря,
Над муками люто ржут,
А третьи бесстыдно лгут,
Насилием выхваляясь:
Мол, мы круты, жестоки,
Нас бойтесь и покоряйтесь!..
Не ведают вурдалаки,
Что души свои умертвили,
Открыв им дорогу в ад,
Тела в бесовском горниле
Заказчики умертвят,
Свидетелей убирая.
И трибунал на земле
Покажется просто раем
Нелюдям, на челе
Чьем вбито число зверя,
Хоть в это они не верят.
Над ними уже черный демон
Добычу почуял себе...
Рыдает Пречистая Дева,
Но не об их судьбе.
Рыдает и молит Сына,
Склоняясь у Божьих ног,
Души убитых невинно
Принять в небесный чертог."
Николай Туроверов,"И ангелы крылья сбили, Неся сонмы душ тех ввысь,","И ангелы крылья сбили,
Неся сонмы душ тех ввысь,
Что от крещенья хранили...
Планета людей, очнись!
Это не день вчерашний,
Это теперь и тут!
О злодеяниях страшных
Камни - и те вопиют!"
Николай Туроверов,"БЕЛОЕ - ЧЕРНО, ЧЕРНОЕ - БЕЛО","Продажные иуды оголтело
Вещают громко: черное, мол, бело,
А белое - не бело, мол, а черно!
Кто не слепые, плевелы и зерна
Умеют отличать и днем, и ночью,
Им ложью невозможно застить очи.
А ослепленные - те пленники иудьи,
Плутающие в дебрях словоблудья,
Где белое все черно, редко серо:
Риторы подлости не знают меры.
Но вспыхнет свет, прозреют эти люди,
Иуд все человечество осудит,
Не избежать им краха и позора
Им не помогут сребреников горы.
И белым снова наречется белое,
И черным - черное, и серым - серое."
Наталья АЛИМОВА,А У КУКОЛКИ ЕСТЬ НОЖКИ!,"Маленькая девочка сидела
На больничной койке одиноко, На куклешку жалобно глядела,
Говорила ей с тоской глубокой:
«У тебя есть ножки, дорогая,
С ножками богатств других не надо!
Ты веселая, счастливая такая!
Ножки - это лучшая награда!

Ну, а я вот после той бомбежки,
Когда маму с братиком убило,
Потеряла стопочки на ножках.
Мне так больно и так жутко было!

Дай, тряпичными твоими хоть немножко
""Пошагаю"" тут по краешку кроватки,
И представлю, что опять есть ножки,
Помечтаю радостно и сладко!

Обещал мне дядя-доктор добрый:
""Скоро ножки мы твои поправим!
А пока - держи-ка бублик сдобный,
И в бутылку веточку поставим!""

Истопник принес мне неваляшку:
""Погляди, она совсем без ножек!
День-деньской качаться ей не тяжко,
Подтолкнешь - не упадет, не сможет!""

Нянечка мне домик подарила, -
Как всамделишный: с окошками, с терраской, -
Чтобы я играла, не грустила,
Чтобы слезки не блестели в глазках."
Наталья АЛИМОВА,Только разучилась улыбаться,"Только разучилась улыбаться
И свою беду-печаль не скрою.
Мне по коридору пробежаться
Было б самой радостью большою!

Куколке без надобности ножки,
Ведь она ходить не может ими,
Надевать калошки и сапожки,
Прыгать в ""классики"", как я могла своими!

Я уже на цыпочки не встану,
Не станцую лебедя в балете.
И, наверное, пугаться станут,
И дружить со мной не будут дети!

Ах, как хорошо, когда есть ножки!
Можно без игрушек веселиться!
Пусть же та проклятая бомбежка
Больше никогда не повторится!"
Олег СТОЛЯРОВ,ОСВОБОЖДЕНИЕ КИЕВА,"Дойдут наши танки до Киева,
И скажут нам внуки потом:
«Наш Киев!.. А брали-то вы его
В том славном двадцать втором!..»

Машины войдут запыленные,
Но будет приятно втройне
Увидеть родное, иконное;
Цветы на горячей броне..."
Игорь АНДРЮШКИН,ЗА РОССИЮ,"О, как противны эти вопли
«За Украину»! Эти псы
И вовсе не за Украину!
Они за Запад! Подлецы!
Нужна им только заграница!
Россия наша чернь для них!
Жить в роскоши, что нам не снится,
Большой приоритет сиих!
Ну. а Россия поднялася, Чтоб был на Украине мир,
Чтоб не стреляли на Донбассе!
Ну да, сорвали нектрым пир!

Поддержим наших мы военных!
Поддержим мы ЛДНР!
России путь есть самый мирный!
Пакет поддержим наших мер!
Ведь и Америка, Европа
Творят кругом свой произвол!
Мы им не верные холопы!
Мы встали! Наш раздался звон!
И мир уже не будет прежним!
Мы защитим наш Русский мир!
Долой все либералов бредни!
Долой американский пир!
Россия снова мир спасает!
Да, было так во все века!
Россия слабых не бросает,
Ломая нелюдям бока!
Так мы сплотимся за Россию;
За нашу армию, друзья;
За то, что снова есть мы сила!
Окрепла русская семья!"
Галина РОМАНОВА,ЖИТЕЛЯМ СЛАВЯНСКА,"Видно, не минуло время блокад:
Город Славянск, как второй Ленинград,
Замер геройски, зажатый в кольце
Неонацизм на родимом крыльце.

Ломится в двери, нарушив покой,
Доллар и свастику правой рукой
Каждому в сердце вонзает - смирись,
С НАТО Отчизной своей поделись.

Что им история чья-то и бог?!
Землю Донбасса о русский порог
Вытрут под топот своих сапожищ,
Кровь не отмыв с вероломных ручищ.

Выстоять надо сегодня, друзья:
Ваша земля - и сдаваться нельзя
Натиску запада, лжи и огню!
Вы - наш форпост на славянском краю!"
Галина РОМАНОВА,СЛУШАЙТЕ!,"Граждане! Может, сошли вы с ума?
Гоните братьев покинуть дома.
Слышите, стонет в ночи Украина?
Жалко ей, матери, каждого сына.
Старший - трудяга, добрее не надо;
Этот сластёна и ждёт шоколада;
Кто-то согласен на подлость любую;
Младший боится и муху, и пулю.
Разные все, но родные по крови,
Только любовь их избавит от боли.
Всякое было и будет ещё...
Братья, подставьте друг другу плечо!"
Галина РОМАНОВА,"Не горячитесь, ищите свой путь.","Не горячитесь, ищите свой путь.
Жаль, что убитых уже не вернуть.
Слушайте, слышать учитесь другого
Брата родного, сегодня - живого!"
Галина РОМАНОВА,ВЕРЮ,"Не верю, не верю, не верю... Но это, ведь, правда!
Смотри! Конца нет войне и потерям
Душа холодеет внутри.

Не хочется верить? А надо!
Всё это у наших границ:
Славянска, Луганска осада,
Бомбёжки донецких станиц.

Мне страшно, тревожно и горько,
Бессильно в экраны смотрю.
Кому-то всевластному только
В эфир мировой говорю:
«Я верю, фашизм, как короста,
С земли украинской сойдёт».
Я верю, но как же непросто
Убитых вести жуткий счёт."
Галина РОМАНОВА,Не созреет на поле пшеница:,"Не созреет на поле пшеница:
Полегли на войне колоски.
Не взлетит серебристая птица:
Разметало её на куски.

Не от ветра качнулся подсолнух:
В сочный стебель осколок попал.
Не от летней грозы в небе всполох:
На земле поджигают запал.

Не природная гонит стихия
Наших братьев с родных городищ,
Это мать городов русских - Киев
Стала мачехой средь пепелищ."
